# Configuration:

dataset name: rcv1
model name: softmax classification
num_clients: 100
participation_rate: 0.05
num_classes: 2
numLocalEpochs: 5
learning_rate: 0.1
lambda: 0.001
mu: 0.0001
num_classes: 2
# Results:

round,obj,test
1,0.5950526512299104,0.863798043671574
2,0.5405496796823162,0.8963047129730264
3,0.4959731171688287,0.9338010078055529
4,0.4728946594136111,0.9310344827586207
5,0.46006564043403025,0.9274775219839937
6,0.44919246768592497,0.9334057899417053
7,0.4427117883214029,0.9387412311036459
8,0.43824462345798426,0.9389388400355696
9,0.43406000925322596,0.9454599347890524
10,0.43225884158917405,0.9462503705167473
11,0.4301457194398112,0.9477324375061753
12,0.42779358378754767,0.9499061357573362
13,0.4277069405647831,0.945805750419919
14,0.4303017742441837,0.9402232980930738
15,0.4276948432589111,0.9465961861476139
16,0.4280409003770322,0.9463491749827092
17,0.42713275540740103,0.9493133089615651
18,0.42594984566571165,0.9504001580871455
19,0.4260879369517654,0.9511411915818595
20,0.4270971898353742,0.9499555379903172
21,0.42515658094793357,0.950844778183974
22,0.4253468172430921,0.9510423871158976
23,0.4248611362567893,0.9506471692520502
24,0.42431301523905673,0.9507459737180121
25,0.42451688070582455,0.951437604979745
26,0.42449687330819913,0.9511411915818595
27,0.42445913893090137,0.9510917893488786
28,0.4253905982863932,0.950795375950993
29,0.42459965621748247,0.9526726608042684
30,0.424881503651742,0.952178638474459
31,0.4243526865687685,0.9522774429404209
32,0.42346640749085557,0.9508941804169548
33,0.42330205537886645,0.9521292362414782
34,0.423023646588592,0.9517834206106116
35,0.42386625394654864,0.9497579290583934
36,0.4241128679693796,0.9507459737180121
37,0.4246130854268528,0.9476830352731943
38,0.42388870033135007,0.9511905938148404
39,0.4253915192501053,0.9503013536211837
40,0.4232221747242477,0.9511905938148404
41,0.4229345795804525,0.9525738563383065
42,0.4228755922236106,0.9524750518723446
43,0.4230848132686125,0.952870269736192
44,0.4237495915503924,0.9515364094457069
45,0.4240981707059668,0.9510917893488786
46,0.42372259818533725,0.9517834206106116
47,0.4237316076172077,0.9506965714850312
48,0.42540433386939863,0.9484240687679083
49,0.4253900005567635,0.9496591245924316
50,0.42373488642698615,0.9521292362414782
51,0.42487847007703605,0.952919671969173
52,0.42495029340341206,0.9531172809010967
53,0.4260666756106251,0.9508941804169548
54,0.42417429092778963,0.9511905938148404
55,0.4235981806213043,0.9528208675032112
56,0.4235020825566069,0.9529690742021539
57,0.42618192629399987,0.95010374468926
58,0.42553659991129,0.9518822250765735
59,0.42775481311269214,0.9497579290583934
60,0.4254355385425588,0.9523762474063827
61,0.42572975813103936,0.9518328228435925
62,0.42613062159853654,0.95010374468926
63,0.42433673562878743,0.9531666831340777
64,0.4242656065733706,0.953611303230906
65,0.42377759023659956,0.952919671969173
66,0.4242402708014907,0.9516846161446497
67,0.42405972023051386,0.952870269736192
68,0.4246167393214388,0.9532654876000395
69,0.424808684680005,0.954302934492639
70,0.42472699088888805,0.9544511411915818
71,0.4241308811232046,0.9547475545894675
72,0.42519186363534583,0.9525244541053256
73,0.4240560548805902,0.9532160853670586
74,0.4235950292137607,0.9519316273095544
75,0.4241422590655261,0.9539571188617726
76,0.42456318019026384,0.9545005434245628
77,0.4239873599954895,0.9545499456575437
78,0.4250704231798242,0.9529690742021539
79,0.42372742132823304,0.9534630965319633
80,0.4246208126826053,0.9533148898330205
81,0.42418314367011956,0.9508941804169548
82,0.42432385934457795,0.9530678786681158
83,0.4237041595929486,0.9542535322596581
84,0.42406483542723206,0.953611303230906
85,0.42468210665439937,0.9519810295425353
86,0.4245708294148944,0.9534136942989823
87,0.425158694976619,0.9505977670190693
88,0.42578866604535065,0.9495603201264697
89,0.42469478918208453,0.9531172809010967
90,0.4245486401790004,0.9535619009979251
91,0.42483447169815963,0.9523268451734018
92,0.4257591437419651,0.9517834206106116
93,0.42496281493819815,0.9527220630372493
94,0.4246986879383532,0.9524256496393637
95,0.4271191998781978,0.9498073312913744
96,0.42680009545486103,0.950795375950993
97,0.4266049920970551,0.9530678786681158
98,0.4266719849768291,0.9531666831340777
99,0.4255222920451844,0.953611303230906
100,0.42599582872474956,0.9525244541053256
101,0.42412556088144887,0.9531666831340777
102,0.42484166639356674,0.9531172809010967
103,0.4248515235171939,0.9523762474063827
104,0.4242543676229824,0.9511905938148404
105,0.42465034593843853,0.9509435826499357
106,0.42445842575786813,0.9533642920660014
107,0.4267459168797153,0.9504495603201265
108,0.42679435326114673,0.9526726608042684
109,0.42557947319806183,0.952178638474459
110,0.42498814960126624,0.9526232585712874
111,0.4246678384379961,0.9527714652702303
112,0.42603403589520106,0.9501531469222408
113,0.4253496588700824,0.9530184764351348
114,0.42590370691198676,0.9539077166287916
115,0.4262387980184977,0.9522774429404209
116,0.42554560954731124,0.9537101076968679
117,0.4258131003722695,0.9526726608042684
