# Configuration:

dataset name: rcv1
model name: softmax classification
num_clients: 100
learning_rate: 1.0
participation_rate: 0.1
num_classes: 10
numLocalEpochs: 5
learning_rate: 0.001
lambda: 0.01
num_classes: 10
# Results:

round,obj,test
1,1.050875391798526,0.821
2,0.8068780515092614,0.8553
3,0.7134496593960035,0.8678
4,0.6650218451844145,0.872
5,0.636406843770071,0.8776
6,0.6187099053912498,0.8814
7,0.6071084731813525,0.8826
8,0.5982474776534766,0.8849
9,0.5905880928292381,0.8874
10,0.585667192352825,0.8886
11,0.5809183377714292,0.8903
12,0.5781932969636181,0.8894
13,0.5754148397596778,0.8905
14,0.5739541158589353,0.8925
15,0.571720738807202,0.8932
16,0.5703668149615916,0.8931
17,0.5692766397376194,0.8945
18,0.5675266378103644,0.898
19,0.5660048775581291,0.8982
20,0.5659763931394107,0.898
21,0.5650044861901248,0.8985
22,0.5645094144145324,0.8975
23,0.5642642407704428,0.8977
24,0.5647228831585113,0.8985
25,0.5630268747214313,0.9006
26,0.5628432292063869,0.9
27,0.5631952968251381,0.8987
28,0.5623976003698365,0.9004
29,0.5624008599895752,0.8981
30,0.5626477489651626,0.8997
31,0.5624722469346335,0.902
32,0.5631048371157156,0.9007
33,0.561687742044462,0.9011
34,0.561339068906988,0.9021
35,0.561224785724256,0.9014
36,0.5611469467580651,0.9026
37,0.56128423043314,0.9018
38,0.5607852742021939,0.9028
39,0.5606356085612008,0.9016
40,0.5611052674126488,0.9028
41,0.5603942816248406,0.903
42,0.5604799144367736,0.9034
43,0.5604279964188734,0.9024
44,0.5608380477558188,0.9023
45,0.5604578822414686,0.9019
46,0.5609970749220697,0.9017
47,0.5606528960379764,0.9034
48,0.560741145646516,0.9028
49,0.5604571016583082,0.9031
50,0.5604737387755664,0.9039
51,0.5600941810471521,0.904
52,0.5606115150165648,0.9022
53,0.5602296003312056,0.9029
54,0.5604254294125965,0.9027
55,0.5605920623068615,0.9046
56,0.5608812534615837,0.902
57,0.5604784345261544,0.9034
58,0.5599754209369214,0.9044
59,0.5606689438456243,0.9033
60,0.5603481525126516,0.9016
61,0.560155754345961,0.9041
62,0.5604993675981408,0.9035
63,0.5604023866658095,0.9039
64,0.55996464430704,0.9026
65,0.5604000483529848,0.9032
66,0.5604418772364745,0.9021
67,0.5603490645847133,0.9036
68,0.5606241410897149,0.9024
69,0.5606935337688462,0.9019
70,0.5604471361616937,0.9034
71,0.560680172271934,0.903
72,0.5601465753310735,0.9042
73,0.5608058489077062,0.9032
74,0.5607215987911447,0.9044
75,0.5604808860215307,0.9046
76,0.560007400785481,0.9045
77,0.5602644448806783,0.9038
78,0.5603295527511137,0.9039
79,0.5602654653980607,0.9044
80,0.5601887983964435,0.9037
81,0.5599392321689278,0.9027
82,0.5598054614576905,0.9041
83,0.5600398569445285,0.9018
84,0.560744736445504,0.9027
85,0.5602473830568762,0.9032
86,0.5598995004746268,0.9028
87,0.5604356286094736,0.9032
88,0.5603615797511778,0.9025
89,0.5603255052700777,0.9029
90,0.5604887808701501,0.9029
91,0.5609519727336164,0.9033
92,0.5603077797338072,0.9051
93,0.5602698769316832,0.9041
94,0.5605527043586538,0.9043
95,0.559896925656569,0.9043
96,0.5599397452314328,0.9041
97,0.5598310904725341,0.9051
98,0.5602607597687405,0.9045
99,0.5600587582200637,0.9038
100,0.5602377237947975,0.903
101,0.5600720714062296,0.9039
102,0.5600909538958208,0.903
103,0.5610251549125058,0.9023
104,0.5603013098815716,0.9031
105,0.560455962172442,0.9033
106,0.5602711579549751,0.902
107,0.5601574689604074,0.9044
108,0.5603959567867147,0.9045
109,0.56098456187762,0.9042
110,0.5602366726535547,0.9048
111,0.5604341172803433,0.9041
112,0.5603713970855874,0.9031
113,0.5606722753937403,0.9032
114,0.5603847310089637,0.903
115,0.56044396876698,0.9033
116,0.5604478299008001,0.901
117,0.5612541227933793,0.9033
118,0.5608742798953248,0.9024
119,0.5604449781610873,0.9034
120,0.5605806369011416,0.9036
121,0.5605962975541559,0.9013
122,0.560773491385117,0.9015
123,0.561240428840763,0.9024
124,0.5610078838629065,0.9012
125,0.560765528155391,0.9021
126,0.5609828059118817,0.9024
127,0.5612720999087588,0.9036
128,0.5605922796015791,0.9032
129,0.5606619368384288,0.9025
130,0.5606569140159785,0.9028
131,0.5605993503110785,0.903
132,0.5603960566530223,0.903
133,0.5602095933337701,0.9041
134,0.5604099147077628,0.903
135,0.560850138791779,0.903
136,0.560310668548056,0.9028
137,0.5606625301064321,0.9022
138,0.5604309397194756,0.9017
139,0.5609102762248181,0.9013
140,0.560492398968384,0.9015
141,0.5603361214654345,0.9032
142,0.5603757738032987,0.9038
143,0.5602588849659039,0.9038
144,0.5616679471189643,0.9021
145,0.5619682649059465,0.9027
146,0.5606808945909153,0.9026
147,0.5607931871651158,0.9026
148,0.5608914722138906,0.9038
149,0.5609588116515287,0.902
150,0.5607784625718274,0.9028
151,0.5606766662450504,0.9026
152,0.5603109965506923,0.9032
153,0.5604927927975868,0.9032
154,0.5608620184205353,0.9024
155,0.5609323979639049,0.9016
156,0.5602851384693662,0.9039
157,0.5605812807524183,0.9038
158,0.5607109932280446,0.9039
159,0.5608854840199385,0.9045
160,0.5603787924092881,0.905
161,0.560833450557807,0.9038
162,0.5610161573121644,0.9033
163,0.5608380920216705,0.9041
164,0.5606620254680126,0.9036
165,0.5607074966759572,0.9045
166,0.5606800083851505,0.9038
167,0.5605508939363486,0.9038
168,0.5605133630472745,0.9033
169,0.5609724569328219,0.9043
170,0.5609152392666797,0.9052
171,0.5609119326529909,0.9045
172,0.5601810012508321,0.9033
173,0.5599378833102535,0.9044
174,0.5598851327956572,0.9038
175,0.5601872102416171,0.9062
176,0.5598546020458177,0.9047
177,0.5602873663236677,0.9034
178,0.5601542926383513,0.9035
179,0.5602883723629352,0.9032
180,0.5600508416923774,0.9041
181,0.5600938651706263,0.9039
182,0.5607176878785417,0.9032
183,0.5604973504986709,0.9037
184,0.5601450720512602,0.905
185,0.5606050152747488,0.9053
186,0.5607607849024139,0.9035
187,0.5605805039699054,0.9038
188,0.5607454400987884,0.9031
189,0.5603500318711659,0.9036
190,0.5603001095798867,0.9045
191,0.5603400287860557,0.9042
192,0.560177030312987,0.9043
193,0.5603359298021391,0.9052
194,0.5604872581621083,0.9042
195,0.5608271842921417,0.9039
196,0.5608087060657578,0.904
197,0.5609898847271942,0.9045
198,0.5606321794856833,0.9038
199,0.5604709241398265,0.9053
200,0.5606324331394458,0.9024
201,0.5603114380919358,0.902
202,0.5603347590847557,0.9028
203,0.5609554490384313,0.9017
204,0.5614506127602402,0.9018
205,0.5605899525546069,0.9042
206,0.5603533733252198,0.9044
207,0.5602343533324505,0.9044
208,0.5601912866952952,0.9034
209,0.5601306814827556,0.9035
210,0.5600855826429852,0.9031
211,0.5601340967868225,0.9034
212,0.5596607463462083,0.9036
213,0.5601001299701773,0.9028
214,0.5598960326436706,0.903
215,0.5603162502797097,0.9018
216,0.5601023637510956,0.9032
217,0.5602084393316847,0.9037
218,0.5602219436566458,0.9029
219,0.5611355324660723,0.9022
220,0.5604354184715913,0.9036
221,0.5601382985534006,0.904
222,0.560219936448616,0.904
223,0.5600409393605564,0.9035
224,0.5601873743604329,0.9037
225,0.5602753498476463,0.905
226,0.560018810859361,0.9045
227,0.5602609171851461,0.9041
228,0.5598642262533183,0.9035
229,0.5597968076028613,0.9032
230,0.5601960373833278,0.9018
231,0.5599660886846662,0.9035
232,0.5603689779926913,0.9031
233,0.5603956428159232,0.9045
234,0.5602886178922472,0.903
235,0.5604089300096639,0.9035
236,0.5599031464429275,0.904
237,0.5603667317902875,0.9017
238,0.560044758626579,0.9031
239,0.5596965246424939,0.9028
240,0.5602399501157729,0.904
241,0.5597817852782168,0.904
242,0.560193849093122,0.9035
243,0.5604745545010232,0.9033
244,0.5600835478910161,0.9031
245,0.5606399072046842,0.9024
246,0.5600767325966635,0.904
247,0.5606174112800264,0.9033
248,0.561143513045074,0.9034
249,0.5606411176769288,0.904
250,0.5604362744376121,0.9036
251,0.5610856331216542,0.9023
252,0.5601100411914924,0.9047
253,0.5609214537624045,0.9036
254,0.5617191526071295,0.9032
255,0.5611106755448144,0.904
256,0.5607509904348896,0.9041
257,0.56088013872185,0.9034
258,0.5604679747468109,0.9043
259,0.5602357703113521,0.9032
260,0.5603259683153919,0.9028
261,0.5599947903515567,0.9037
262,0.5603759576146503,0.9035
263,0.5607360862531033,0.903
264,0.5603681362808982,0.9035
265,0.5607387918476128,0.9026
266,0.5598278854878217,0.9038
267,0.5599223831256178,0.905
268,0.5605552197065902,0.9045
269,0.5598798347792796,0.9053
270,0.5604730392331393,0.9032
271,0.5605481645295273,0.9036
272,0.5601594488581968,0.9045
